asin,amazon_title,product_url,amazon_price,buy_box_price,estimated_monthly_sales,total_sellers,fba_sellers,costco_match_quality,costco_item_name,costco_cost,costco_cost_basis,cost_match_reason,economics_confidence,economics_status,estimated_net_profit,estimated_roi_pct,missing_fields,verification_task,opportunity_readiness,recommended_next_step,cache_source,observed_at,enriched_at
B00MZ82L7U,"Breakfast Blend Single-cup Coffee for Keurig K-cup Brewers, 50 Count",https://www.amazon.com/dp/B00MZ82L7U,30.99,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07886L38V,"SIGNATURE Trail Mix Snack Pack, 3.52 Lb",https://www.amazon.com/dp/B07886L38V,30.98,,300.0,,,mismatch,"Kirkland Signature Trail Mix Snack Packs, 2 oz, 28 ct",22.1,candidate_match,"Net weight differs (Amazon [('weight', 3.52)] vs Costco [('weight', 0.12)])",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B0GJN7B98M,Signature Women's Quick Dry Stretch Pull On Ankle Pant,https://www.amazon.com/dp/B0GJN7B98M,19.23,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0CXB5MJ42,Bundle Compatible with Kirkland Signature Flex-Tech 13 Gallon Kitchen Garbage Bags with Drawstring Closure - 200 Count Pack of Tall Trash Bags for Kitchen with Keychain,https://www.amazon.com/dp/B0CXB5MJ42,32.88,,300.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B004885T38,USDA Organic,https://www.amazon.com/dp/B004885T38,16.95,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DXCHPK49,Signature Women's Moisture Wicking Lightweight Jogger Pant with Pockets,https://www.amazon.com/dp/B0DXCHPK49,13.99,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07HLSQ147,Signature Premium Dog Biscuits Chicken Meal & Rice Formula 30 LB,https://www.amazon.com/dp/B07HLSQ147,64.99,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07R9NNDFB,"Signature Men's Crew Neck T-Shirts 100% Cotton (Pack of 6) (White,Large)",https://www.amazon.com/dp/B07R9NNDFB,35.5,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DMPPC936,"Signature Men's Athletic Full Cushion Sock With Arch Support, 8 Count (US, Alpha, Large, Regular, Regular, Black)",https://www.amazon.com/dp/B0DMPPC936,18.95,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07T8BDLQX,Signature Protein Bar Variety Pack 20 Count Chocolate Peanut Butter Chunk & Cookies and Cream Gluten Free 21-22g of Protein 2g Sugar No Artificial Flavors Whey Protein Isolate,https://www.amazon.com/dp/B07T8BDLQX,,,200.0,,,unmatched,,,,,unavailable,missing_amazon_price,,,"amazon_price,upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DK9R5B2K,"Signature Men's Athletic Full Cushion Sock With Arch Support, 8 Count (US, Alpha, X-Large, Regular, Regular, White)",https://www.amazon.com/dp/B0DK9R5B2K,24.21,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B016NWS2IK,Signature Ultra Clean Laundry Detergent (120 Pack),https://www.amazon.com/dp/B016NWS2IK,38.99,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B09GFZBPGB,"Signature Diapers, Size 3 (16-28 Pounds), 222 Count",https://www.amazon.com/dp/B09GFZBPGB,63.3,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B00JZVWE0O,H.K Anderson Valencia Peanut Butter Filled Pretzel Nuggets: 52 Oz - Cos9,https://www.amazon.com/dp/B00JZVWE0O,16.74,,1000.0,,,mismatch,"Kirkland Signature Peanut Butter Filled Pretzel Nuggets, 55 oz",12.64,candidate_match,"Net weight differs (Amazon [('weight', 3.25)] vs Costco [('weight', 3.44)]); Formula/flavor differs: anderson, butter, filled, h.k, nuggets, peanut, pretzel, valencia vs butter, filled, nuggets, peanut, pretzel",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B076CRVCTH,Kirkland Albacore Solid White Tuna in Water - Pack of 4 Cans (Each can 190g / 7oz),https://www.amazon.com/dp/B076CRVCTH,16.49,,400.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B089KWPFK7,"Signature Protein bar Energy Variety Pack, (Family Bundle)",https://www.amazon.com/dp/B089KWPFK7,62.97,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B00BTKX3YU,"Signature Men's 4 Boxer Briefs (X-Large, Black)",https://www.amazon.com/dp/B00BTKX3YU,30.0,,,,,mismatch,"Kirkland Signature Men's Boxer Brief, 4-pack",20.89,candidate_match,"Formula/flavor differs: black, boxer, briefs, large, men vs boxer, brief, men",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B017F822E6,"Signature Daily Multi, 500 Tablets (2 Pack)",https://www.amazon.com/dp/B017F822E6,44.94,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07Q2HHLVN,Signature Mixed Nut Butter,https://www.amazon.com/dp/B07Q2HHLVN,19.99,,400.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07YF4T1CL,Men's Crew Neck 100% Combed Heavyweight T-Shirts Cotton Pack of 6,https://www.amazon.com/dp/B07YF4T1CL,,,,,,unmatched,,,,,unavailable,missing_amazon_price,,,"amazon_price,upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B01H5XHCTQ,"Signature Breakfast Blend K-cup, 120 Count",https://www.amazon.com/dp/B01H5XHCTQ,52.26,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B075F9ZV47,"Signature Quit Ice Mint Gum 4 mg, 300 Pieces",https://www.amazon.com/dp/B075F9ZV47,65.99,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0D2DQFWVZ,"Bundle, Compatible with Kirkland Premium Paper Towels, Strong, Thick, and Absorbent Bulk Paper Towels 6 Rolls, 160 Sheets Per Roll 2-Ply and Multi-Purpose Key Chain, White",https://www.amazon.com/dp/B0D2DQFWVZ,24.33,,300.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DG4C2KFW,"Signature Ladies' Extra-Fine Merino Wool Crew Socks, Multi-Color, 4 Pairs",https://www.amazon.com/dp/B0DG4C2KFW,18.79,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0CG2QBDYP,"Signature Women Extra-Fine Merino Wool Blend Crew Sock, 4-pair",https://www.amazon.com/dp/B0CG2QBDYP,26.99,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B06XPF9DNK,Fair Trade Certified,https://www.amazon.com/dp/B06XPF9DNK,115.25,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B01E6ASYYS,"Vitamin C (500 mg), Tangy Orange, Chewable Tablets, 500 Count (Pack of 2)",https://www.amazon.com/dp/B01E6ASYYS,34.63,,300.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0713X7CJ4,"Signature Quit Smoking Gum, 2 mg, 190 Count",https://www.amazon.com/dp/B0713X7CJ4,35.94,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B00MZ7XHBK,Breakfast Blend Coffee Pods 25 Count for Keurig Brewer Caffeinated Coffee,https://www.amazon.com/dp/B00MZ7XHBK,19.39,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B077L97NLW,"SIGNATURE lYGTcR Microwave Popcorn, 3.3 oz, 44 Count, 2 Pack",https://www.amazon.com/dp/B077L97NLW,59.99,,,,,mismatch,"Kirkland Signature Microwave Popcorn, 3.3 oz, 44 ct",20.67,candidate_match,"Pack/count differs (Amazon [(2.0, 'count'), (44.0, 'count')] vs Costco [(44.0, 'count')]); Formula/flavor differs: lygtcr, microwave, popcorn vs microwave, popcorn",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B00IQVNSPE,"Chewy Granola Bars Chocolate Chip, 60 ct Net WT 60 X 0.85 oz (24g) Bars, Net WT 51 oz (1.44kg)",https://www.amazon.com/dp/B00IQVNSPE,27.99,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0H1Z32VYW,Signature Women's Travel Pant,https://www.amazon.com/dp/B0H1Z32VYW,28.99,,,,,high_confidence,Kirkland Signature Women's Travel Pant,19.79,estimated,Strong normalized title identity (87%); no weight/pack/UPC evidence on either side — equivalence is highly likely but not fingerprint-confirmed.,provisional,needs_fee_verification,,,"upc,weight,fba_fee",verify_upc,economics_provisional,get_fba_fee_preview,brightdata,,
B0786RVL9D,"Signature DnRbYi Nitrile Exam Multi-Purpose Medium Gloves Latex-Free, 400 Count, (467120)",https://www.amazon.com/dp/B0786RVL9D,38.85,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B01AJM0U30,"Signature Mens 6Pack Crew Neck TShirts 100% Cotton Tagless, XLarge , White6pc",https://www.amazon.com/dp/B01AJM0U30,35.5,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0C6B3RSB8,Signature Black Label Premier Cashews (38 Ounce),https://www.amazon.com/dp/B0C6B3RSB8,37.05,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07CV65X35,"Signature 4 Stretch Cotton Boxer Briefs Comfort Fit, Black/Gray, Large",https://www.amazon.com/dp/B07CV65X35,30.0,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0CX9DJWCT,Signature Men's Boxer Brief Pima Cotton 4 Pack,https://www.amazon.com/dp/B0CX9DJWCT,30.0,,,,,mismatch,"Kirkland Signature Men's Boxer Brief, 4-pack",20.89,candidate_match,"Formula/flavor differs: boxer, brief, cotton, men, pima vs boxer, brief, men",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B07WX6JWJ7,"Signature Men's Crew Neck T-Shirts 100% Cotton (Pack of 6) (White, Small)",https://www.amazon.com/dp/B07WX6JWJ7,39.99,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B077SN37K5,"Signature Men’s Athletic Sock 8-pair, White (White, 13+)",https://www.amazon.com/dp/B077SN37K5,,,,,,unmatched,,,,,unavailable,missing_amazon_price,,,"amazon_price,upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DMPL4YWP,"Signature Men's Athletic Full Cushion Sock With Arch Support, 8 Count (US, Alpha, X-Large, Regular, Regular, Black)",https://www.amazon.com/dp/B0DMPL4YWP,23.11,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07KFTSSY5,Ito En Matcha Blend Japanese Green Tea-200 ct 1.5g tea bags,https://www.amazon.com/dp/B07KFTSSY5,39.95,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0GD2BPJ85,"Pacific Bold Coffee, Dark Roast, Coffee Pods, 120 Count Value Pack (Packaging May Vary)(Some Orders will ship in a Brown Box instead of the art printed box) BY Kirkland_Signature",https://www.amazon.com/dp/B0GD2BPJ85,64.99,,400.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0F45WF91C,"Signature Minoxidil Topical Solution USP 5%, Extra Strength Hair Regrowth Treatment for Men, 6 Months Supply, Total 12 Fl Oz",https://www.amazon.com/dp/B0F45WF91C,12.39,,300.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07CV95R82,"Signature AllerClear, 365 Tablets (2 Pack)",https://www.amazon.com/dp/B07CV95R82,35.96,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0797ZFMY3,USDA Organic,https://www.amazon.com/dp/B0797ZFMY3,30.62,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0D9PCD56M,Signature Daily Makeup Remover Towelettes 180 Count,https://www.amazon.com/dp/B0D9PCD56M,36.9,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B08XWCWSG7,"Signature Organic Balsamic Vinegar, 1 Liter (33.81 Fluid Ounce)",https://www.amazon.com/dp/B08XWCWSG7,27.19,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B01EN369TK,(Kirkland) Microfiber Towel 108 Sheets (36 Sheets x 3 Pack) 713160,https://www.amazon.com/dp/B01EN369TK,86.3,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B077962JKD,"Signature Peanut Butter Pretzel, 2 Pack(52 Ounce)",https://www.amazon.com/dp/B077962JKD,35.99,,500.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B016CW6DKA,Signatur Ultra Clean Laundry Detergent 130 Pacs,https://www.amazon.com/dp/B016CW6DKA,38.45,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07BT3CVHW,"Flushable Wipe- Kirkland Signature Moist Flushable Wipes, 180 Wipes (Pack of 3)",https://www.amazon.com/dp/B07BT3CVHW,15.99,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B083XP5K1G,Signature Compactor Kitchen Trash Bag with Gripping Drawstring Secure Full Size (2-Pack),https://www.amazon.com/dp/B083XP5K1G,49.96,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B00IX40Q54,Signature Macadamia Clusters Salted Caramel Milk Chocolate JAR - 2 Pack of 2 Lb (32 Oz) Each JAR,https://www.amazon.com/dp/B00IX40Q54,57.77,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B09GG19VT6,"Signature Diapers, Size 4 (22-37 Pounds), 198 Count",https://www.amazon.com/dp/B09GG19VT6,60.0,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07FFXZLJ2,USDA Organic,https://www.amazon.com/dp/B07FFXZLJ2,34.95,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B08TGDY2PB,"SIGNATURE Heart Healthy Mixed Nuts, 36 Ounce, 2.25 Pound (Pack of 1)",https://www.amazon.com/dp/B08TGDY2PB,27.99,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07C4T1ZK7,"SIGNATURE Protein Bars Chocolate Peanut Butter Chunk 2.12 oz, 20-count",https://www.amazon.com/dp/B07C4T1ZK7,48.99,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DG7FWWGH,signature dried mangoes sweetened net wt 2.18 lb and foldable cup bundles,https://www.amazon.com/dp/B0DG7FWWGH,18.49,,300.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DK9QXVXF,"Signature Men's Athletic Full Cushion Sock With Arch Support, 8 Count (US, Alpha, Large, Regular, Regular, White)",https://www.amazon.com/dp/B0DK9QXVXF,19.97,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07H9DFC3V,"Signature Wild Alaskan Pink Salmon 6/6 Ounce Cans (2 Pack, Total 12 Ounce Cans, 6 Ounce Cans Each)",https://www.amazon.com/dp/B07H9DFC3V,53.16,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B076ZFG1ZH,"Signature 100% Colombian Coffee, 9 LB",https://www.amazon.com/dp/B076ZFG1ZH,89.99,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B073PTFT5Z,"Signature Daily Multi, 500 Tablets (3 Pack)",https://www.amazon.com/dp/B073PTFT5Z,67.41,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0721V2T2X,Signature Mature Adult Multi Vitamin Tablets - 400 Count (2 Pack),https://www.amazon.com/dp/B0721V2T2X,49.99,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07HM87SNH,Signature Shampoo & Conditioner Bundle - One Professional Salon Formula Moisture Shampoo + Two Conditioners (33.8 Fl. Oz Each),https://www.amazon.com/dp/B07HM87SNH,46.99,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DTX3GB18,"Kirkland Signature Pecan Halves, Baking Nuts, 2 lbs Item 203444. Bundle with MORALZA Silicone Collapsible Cup 200ml - 2 Items.",https://www.amazon.com/dp/B0DTX3GB18,28.5,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B072TT12DZ,Signature Organic Extra Virgin Olive Oil - 67 FL Ounce,https://www.amazon.com/dp/B072TT12DZ,33.99,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0CDJCPQZ7,"Signature Canned Cat Food, Chunks in Gravy, Variety, 3 Ounce (40 Count)",https://www.amazon.com/dp/B0CDJCPQZ7,45.0,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B01EWBH2VM,"Signature CoQ10 300 mg, 200 Softgels",https://www.amazon.com/dp/B01EWBH2VM,49.28,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0GFX39SWD,"Kirkland Signature Extra Large Absorbent Pads, 76cm x 58cm - 100 Pack",https://www.amazon.com/dp/B0GFX39SWD,33.0,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0DJL1HJ39,USDA Organic,https://www.amazon.com/dp/B0DJL1HJ39,22.2,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0D91KYL2J,"Kirkland Signature 3-Piece Golf Balls, Version 2.0, Yellow, 24-Pack | URETHANE COVER — Tour-level urethane construction delivers exceptional greenside spin and precise short game control.",https://www.amazon.com/dp/B0D91KYL2J,41.95,,100.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07H3TXVR7,"Kirkland Signature Minoxidil 5% Topical Solution for Men, Unscented, Original Manufacturer Packaging 6 Month Supply",https://www.amazon.com/dp/B07H3TXVR7,34.0,,500.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B00N54AJZE,"Kirkland Signature Stool Softener 100 mg, 400 Softgels",https://www.amazon.com/dp/B00N54AJZE,11.49,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B01JUD2SNO,"Kirkland Signature Stool Softener Docusate Sodium 100 Mg, 800 Softgels/2Bottle",https://www.amazon.com/dp/B01JUD2SNO,21.49,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B084B1BZY8,Kirkland Signature Men's Boxer Brief Pima Cotton 4 Pack,https://www.amazon.com/dp/B084B1BZY8,28.01,,50.0,,,mismatch,"Kirkland Signature Men's Boxer Brief, 4-pack",20.89,candidate_match,"Formula/flavor differs: boxer, brief, cotton, men, pima vs boxer, brief, men",provisional,needs_fee_verification,,,"upc,weight,fba_fee",blocked_mismatch,blocked_mismatch,reject_mismatch,brightdata,,
B07PBSMWXF,"Signature Kirkland Signature Raw Unfiltered USA Honey (48 OZ/ 3 LBS), 48 oz(Pack of 1)",https://www.amazon.com/dp/B07PBSMWXF,22.75,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B078BTK6PX,"Signature FsmJUt Childrens Complete Multivitamin Gummies, 160 Count",https://www.amazon.com/dp/B078BTK6PX,14.95,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B00G5KD56U,USDA Organic,https://www.amazon.com/dp/B00G5KD56U,21.51,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07DBVGJ39,"Signature Organic Dried Cherries, 20 Ounce",https://www.amazon.com/dp/B07DBVGJ39,23.78,,200.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B00OTJB6XI,"Signature Quick Dissolve B-12 5000 mcg., 300 Tablets (2 Pack)",https://www.amazon.com/dp/B00OTJB6XI,45.99,,50.0,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07W19KKGQ,"SIGNATURE Signature Cold Brew Colombian Coffee, 11 Fl Oz (Pack of 12)",https://www.amazon.com/dp/B07W19KKGQ,,,,,,unmatched,,,,,unavailable,missing_amazon_price,,,"amazon_price,upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B07T17TKGJ,USDA Organic,https://www.amazon.com/dp/B07T17TKGJ,28.0,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B006VRNEFO,"Signature Daily Multi, 500 Tablets",https://www.amazon.com/dp/B006VRNEFO,,,50.0,,,unmatched,,,,,unavailable,missing_amazon_price,,,"amazon_price,upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
B0G16FV2QL,"Signature 680 Thread Count King Sheet Set, 6-Piece, Pima Cotton, Oatmeal, Crease Control Technology.",https://www.amazon.com/dp/B0G16FV2QL,119.99,,,,,unmatched,,,,,unavailable,missing_costco_cogs,,,"upc,weight,costco_cost,fba_fee",no_costco_candidate,needs_costco_match,find_costco_match,brightdata,,
