asin,product_title,source_query,price,rating,num_ratings,num_offers,price_band_fit,composite_score,rank
B0CV64JLDF,"KIRKLAND Kirkland Signature Sweet Heat Snack Mix, 24 oz (1 Lb 8 oz) 680g",Kirkland Signature,17.45,4.5,210,27,core,75.5124,154
B00XGMJ32A,"KIRKLAND Signature Quick Dissolve B-12 5000 mcg., 300 Tablets",Kirkland Signature vitamins supplements,24.89,4.6,119,17,core,75.5057,155
B0045XGE9E,"KIRKLAND Kirkland Signature Sleep Aid Doxylamine Succinate 25 Mg, 2 pack (192 Tablets)",Kirkland Signature,12.39,4.6,4976,1,review,75.3514,156
B07PBSMWXF,"KIRKLAND Kirkland Signature Kirkland Signature Raw Unfiltered USA Honey (48 OZ/ 3 LBS), 48 oz(Pack of 1)",Kirkland Signature,22.75,4.5,352,1,core,75.254,157
B077NNTH62,"KIRKLAND Signature Men&#x27;s Athletic Sock, 8 Count",Kirkland Signature,23.95,4.7,346,1,core,75.1627,158
B082LPHQXB,"KIRKLAND SIGNATURE Flex-Tech 13-Gallon Kitchen Trash Bag, 200-count",Kirkland Signature trash bags,35.72,4.6,109,6,core,75.0422,159
B007MWNFBA,KIRKLAND Kirkland Signature Stretch Tite Plastic Food Wrap Single pack,Kirkland Signature,14.99,4.7,4667,1,review,75.0099,160
B00BPFX2I6,KIRKLAND Kirkland Signature 100% Colombian Dark Roast Decaffeinated Ground Coffee - 1.36kg,Kirkland Signature,35.59,4.6,332,1,core,74.9433,161
B08WNNF9LF,KIRKLAND Kirkland Signature Pecans USDA Organic,Kirkland Signature,19.89,4.4,315,1,core,74.6641,162
B0CXB5MJ42,Worldwide Nutrition Bundle Compatible with Kirkland Signature Flex-Tech 13 Gallon Kitchen Garbage Bags with Drawstring Closure - 200 Count Pack of Tall Trash Bags for Kitchen with Keychain,Kirkland Signature trash bags,33.88,4.7,98,19,core,74.4808,163
B0154AVVSK,"KIRKLAND Signature 100% Colombian Coffee Supremo Bean Dark Roast-Fine Grind, 6 Pound ,Signature-ykgj",Kirkland Signature,62.9,4.6,1338,15,review,74.3568,164
B077QX9WKZ,KIRKLAND Kirkland Signature Dental Chews (2),Kirkland Signature,73.98,4.6,4085,1,review,74.3005,165
B077MHYZLB,"KIRKLAND Kirkland Signature dCPnFB Fancy Mixed Nuts, 40 Ounce (2 Pack)",Kirkland Signature,44.29,4.4,293,1,core,74.2797,166
B07R9NNDFB,"KIRKLAND Signature Men&#x27;s Crew Neck T-Shirts 100% Cotton (Pack of 6) (White,Large)",Kirkland Signature,35.5,4.0,290,1,core,74.2251,167
B07HLSQ147,KIRKLAND Signature Premium Dog Biscuits Chicken Meal &amp; Rice Formula 30 LB,Kirkland Signature vitamins supplements,64.99,4.5,1266,8,review,74.0624,168
B07KFTSSY5,KIRKLAND Kirkland Ito En Matcha Blend Japanese Green Tea-200 ct 1.5g tea bags,Kirkland Signature,39.95,4.6,277,1,core,73.9816,169
B0C8LQ1HDF,KIRKLAND Signature Three-Piece Golf Ball Urethane Cover Performance Plus,Kirkland Signature,27.99,4.6,276,1,core,73.9624,170
B097XQ7STS,KIRKLAND Signature Ladies&#x27; Cotton Slub Tee,Kirkland Signature,24.98,4.4,274,1,core,73.9238,171
B07235JRDM,"KIRKLAND Kirkland Signature AllerClear, 365 Tablets (2 Pack)",Kirkland Signature,32.45,4.5,273,1,core,73.9044,172
B00U6I4YLM,"KIRKLAND Signature Quick Dissolve B-12 5000 mcg., 300 Tablets",Kirkland Signature vitamins supplements,25.0,4.8,87,12,core,73.8533,173
B076RD58VB,"KIRKLAND Kirkland Signature Stretch Tite Plastic Food Wrap PMYknx, 2 Packs (750 Sq ft Food Wrap)",Kirkland Signature,27.99,4.7,255,1,core,73.5423,174
B07H3TXVR7,"KIRKLAND Kirkland Signature Minoxidil 5% Topical Solution for Men, Unscented, Original Manufacturer Packaging 6 Month Supply",Kirkland Signature,34.84,4.6,255,1,core,73.5423,175
B0DB431TC6,"BD Kirkland Scented Kitchen Drawstring Bags, 13 Gallon, 200 Bags",Kirkland Signature trash bags,33.99,4.6,82,10,core,73.5417,176
B095MLHJ97,"Costco Kirkland Signature Daily Facial Towelettes, 180 Count",Kirkland Signature,29.49,4.6,249,1,core,73.416,177
B0849K24NC,"KIRKLAND Signature Men&#x27;s Boxer Brief, 4-Pack - Black-Gray Large",Kirkland Signature,32.99,4.7,242,1,core,73.2647,178
B08B1J4275,KIRKLAND KIRKLAND SIGNATURE Vita Rain Zero Variety Water Beverage 24/20 Fl Oz Bottles Net Wt 480 Fl Oz,Kirkland Signature,39.99,4.4,242,1,core,73.2647,179
B003FGTTUI,"KIRKLAND Kirkland Signature Extra Virgin Olive Oil Toscano (from Tuscany), 1 Liter",Kirkland Signature,40.97,4.6,236,1,core,73.1315,180
B00NFU8K6S,"KIRKLAND Signature Extra Strength Energy Shot, Dietary Supplement: 48 Bottles Variety Pack of 2 Fl Oz",Kirkland Signature vitamins supplements,51.95,4.6,1036,15,review,72.9951,181
B07CHSZVG6,"KIRKLAND Vitamin C with Rose Hips and Citrus Bioflavonoid Complex (1000 mg), 3 Bottles (500 Count Tablets)",Kirkland Signature vitamins supplements,50.97,4.7,3136,1,review,72.8924,182
B0D11ZSLCX,"Bamboo Trash Bag Dispenser Large Garbage Bag Holder Box | Size Fit Costco Kirkland Roll, Eliminating Messy Cardboard Boxes Forever",Kirkland Signature trash bags,30.99,4.4,218,1,core,72.7107,183
B00BTKX3YU,"KIRKLAND Kirkland Signature Men&#x27;s 4 Boxer Briefs (X-Large, Black)",Kirkland Signature,30.0,4.6,212,1,core,72.5627,184
B01KR9IDQ6,"KIRKLAND Kirkland Signature OPTIFIBER, 25.6 Ounces 190 Servings (2 Pack)",Kirkland Signature,37.99,4.7,209,1,core,72.4871,185
B01LBWZDCA,KIRKLAND Kirkland Signature Nut Bars 30/1.4 Oz Net Wt 42.3 Oz,Kirkland Signature,34.99,4.6,209,1,core,72.4871,186
B0B983X1CR,"KIRKLAND Kirkland Signature Keto Snack Mix, 24 Ounce",Kirkland Signature,29.47,4.6,209,1,core,72.4871,187
B00F4MD808,"KIRKLAND Kirkland Signature Chewable Calcium with Vitamin D3 Adult Gummies, 120 ct x 1 Bottle",Kirkland Signature,14.88,4.6,2808,1,review,72.3041,188
B0C54FYHQ2,"KIRKLAND Signature Golf Balls 3-Piece Urethane Cover, 12 Golf Balls",Kirkland Signature,27.27,4.4,197,1,core,72.1736,189
B077962JKD,"KIRKLAND Kirkland Signature Peanut Butter Pretzel, 2 Pack(52 Ounce)",Kirkland Signature,35.99,4.4,192,1,core,72.0374,190
B075489D71,"500-Count Of 10 Gallon Kirkland Signature Clear Wastebasket Liner For Office And Home, Made In USA",Kirkland Signature trash bags,26.98,4.8,60,3,core,71.901,191
B0BMX67KY7,"KIRKLAND Signature Fragrance Free Baby Wipes, 900 Count",Kirkland Signature,35.5,4.3,187,1,core,71.8975,192
B079ZYB4CK,KIRKLAND Signature Made in USA 10 Gallon Clear Wastebasket Liner Bags for Trash Can 500 Count (2 Pack),Kirkland Signature trash bags,45.99,4.6,186,1,core,71.8691,193
B01B7KZKKG,"KIRKLAND Signature Organic Extra Virgin Olive Oil, 67.68 Fluid Ounce USDA Organic",Kirkland Signature olive oil,29.96,4.4,59,9,core,71.8129,194
B0CST9WHRN,"KIRKLAND Signature Compactor and Kitchen Trash Bags, White, 18 Gallon (70 Count)",Kirkland Signature trash bags,24.99,4.7,57,18,core,71.6323,195
B00O2P7CGY,"KIRKLAND Kirkland Signature Quit Lozenges 4mg, 270 Pieces",Kirkland Signature,59.75,4.5,1401,31,review,71.6018,196
B078KSWQXB,"KIRKLAND KIRKLAND SIGNATURE Stretch Tite Plastic Food Wrap uZzDke, 3 Packs (750 Sq ft Food Wrap)",Kirkland Signature,36.4,4.8,171,1,core,71.4237,197
B08XWCWSG7,"KIRKLAND Kirkland Signature Organic Balsamic Vinegar, 1 Liter (33.81 Fluid Ounce)",Kirkland Signature,27.49,4.7,168,1,core,71.3299,198
B09KMNXXPF,KIRKLAND Signature Ladies&#x27; Quarter Trail Socks Merino Wool,Kirkland Signature,22.99,4.2,166,1,core,71.2665,199
B077S44ZP1,"KIRKLAND Signature Super B-Complex with Electrolytes, 500 Tablets (2 Pack)",Kirkland Signature vitamins supplements,38.5,4.8,50,14,core,70.9471,200
B08CGFZNSB,"KIRKLAND Signature&#x27;s Cashew Cluster With Almonds &amp; Pumpkin Seeds, 32 Oz, Set of 2",Kirkland Signature,33.68,4.5,155,1,core,70.9035,201
B078BTC2JN,"KIRKLAND Signature xGJNgN Childrens Complete Multivitamin Gummies, 160 Count (4 Pack)",Kirkland Signature vitamins supplements,31.98,4.3,152,1,core,70.8,202
B0BFG4XKVM,"Generic Kirkland Signature Triple Blade Refill Cartridges, 18-count, 18 Count (Pack of 1), 18.0 Count",Kirkland Signature,28.99,4.6,152,1,core,70.8,203
B08CDCBLLW,"KIRKLAND Signature Minoxidil Foam for Men, Total 12.66 oz, 6 cans, 2 Pack",Kirkland Signature,119.99,4.5,2091,1,review,70.734,204
B01N5J2998,"KIRKLAND Signature Extra Strength D3 50 mcg., 600 Softgels (2 Pack)",Kirkland Signature vitamins supplements,26.98,4.8,47,16,core,70.6241,205
B00BP4UGYU,"KIRKLAND Signature 2 x Organic Extra Virgin Olive Oil, 2 Liters USDA Organic [Amazon-developed Certification] Compact by Design",Kirkland Signature olive oil,54.5,4.7,650,13,review,70.5147,206
B07WX6JWJ7,"KIRKLAND Signature Men&#x27;s Crew Neck T-Shirts 100% Cotton (Pack of 6) (White, Small)",Kirkland Signature,39.99,4.5,143,1,core,70.4771,207
B09KFMH9BW,"KIRKLAND Kirkland Signature Minoxidil Topical Solution USP 5%, Extra Strength Hair Regrowth Treatment for Men, 6 Months Supply",Kirkland Signature,12.97,4.5,627,16,review,70.3231,208
B07P5K6GK3,"KIRKLAND Signature Spanish Extra Virgin, 101.4 Fluid Ounce",Kirkland Signature olive oil,38.99,4.1,44,7,core,70.2803,209
B0D9B4WRQT,"Generic BLUE RIBBON Kirkland Signature 2-Ply Bath Tissue, 30 Rolls 380 Sheets Per Roll",Kirkland Signature paper towels,49.99,4.4,136,1,core,70.2116,210
B074SWYPWH,"KIRKLAND Kirkland Signature, Colombian ncZFD Coffee Supremo Bean 3 Pounds (Pack of 4)",Kirkland Signature,114.9,4.6,602,18,review,70.1067,211
B0CFWGDLYG,"KIRKLAND Signature Napkin, 1-Ply, 280 Count (Pack of 4)",Kirkland Signature paper towels,27.97,4.9,42,9,core,70.0381,212
B0D3FQ7H7B,KING BUY BOX Kirkland Signature Super Extra-Large Peanuts 2.5 lbs + KING BUY BOX 1 Cup - Bundle of 2 Items,Kirkland Signature,18.75,4.3,121,1,core,69.5938,213
B082HD5KL6,KIRKLAND Organic Seaweed Roasted 10 17g Kirkland Signature USDA Organic,Kirkland Signature,18.99,4.6,118,1,core,69.4611,214
B08XPSSJ5S,"KIRKLAND Kirkland Signature Praline Pecans 2.5lb (Family Bundle) Pack of 2 | Kirkland Signature Praline Pecans 2.5 Pound Bag, Family Bundle of 2 Bags, Glazed Candied Pecan Halves",Kirkland Signature,45.49,4.6,112,1,core,69.1855,215
B0C6B3RSB8,KIRKLAND Kirkland Signature Black Label Premier Cashews (38 Ounce),Kirkland Signature,33.99,4.3,106,1,core,68.8948,216
B00OTJB6XI,"KIRKLAND Signature Quick Dissolve B-12 5000 mcg., 300 Tablets (2 Pack)",Kirkland Signature vitamins supplements,45.86,4.7,105,1,core,68.8448,217
B08FPMQYCW,KIRKLAND Kirkland Signature Diapers Size 1 (Up to 14 Pounds) 192 Count W/Exclusive Health and Outdoors Wipes,Kirkland Signature,57.89,4.6,1453,1,review,68.7958,218
B0CVFHDQ81,"LostGolfBalls 24 Kirkland Signature Golf Balls in Mint Condition, Recycled Used Golf Balls, AAAAA Quality Quality, White",Kirkland Signature,27.26,4.4,97,1,core,68.4268,219
B088TBSXHJ,KIRKLAND Kirkland Signature Water Filter Cartridge Pack of 10,Kirkland Signature,39.99,4.6,94,1,core,68.2611,220
B074N8FXRP,"KIRKLAND Signature, Vitamin E 400 IU 500 Softgels fvKDn (Pack of 3)",Kirkland Signature vitamins supplements,49.8,4.4,29,8,core,68.1201,221
B0D9P9NNP8,"KIRKLAND Signature Flex-Tech Drawstring White Tall Kitchen Trash Bags, 13 Gallon, 200 Count",Kirkland Signature trash bags,24.98,4.7,29,2,core,68.1201,222
B00ZY0WDDI,"KIRKLAND Signature Drawstring Bags (Pack of 90/ 30 X 33), 90 Count",Kirkland Signature trash bags,44.9,4.6,89,1,core,67.9731,223
B0797ZFMY3,"KIRKLAND Kirkland Signature Organic Extra Virgin Olive Oil, 3.6 fl. oz. USDA Organic",Kirkland Signature,30.6,4.6,88,1,core,67.9135,224
B0FB3WL713,KIRKLAND Signature Women&#x27;s Travel Pant - Utility Pocket - Elastic Waistband,Kirkland Signature,32.98,4.6,85,1,core,67.7309,225
B00EI6EZDK,"KIRKLAND Signature Kirkland Signature Extra Strength Energy Shot Dietary Supplement (48 X 2 Fl Ounce )Total Net Wt (96 Fl Ounce ),, ()",Kirkland Signature vitamins supplements,53.99,4.5,382,6,review,67.6886,226
B00NB7NHFY,"KIRKLAND Vitamin C with Rose Hips and Citrus Bioflavonoid Complex (1000 mg), 1000-Count ((1000mg Tablets))",Kirkland Signature vitamins supplements,45.4,4.8,26,4,core,67.5588,227
B098DQXWHB,"Kirkland Signature 50-Gallon Outdoor Trash Bag With Smart Tie Closure, Black, 70-count (70-Pack)",Kirkland Signature trash bags,42.99,4.4,25,8,core,67.3578,228
B00PF44IAO,KIRKLAND Signature Facial Tissue 12-pack,Kirkland Signature paper towels,34.0,4.2,78,1,core,67.2786,229
B07764Z3KX,"KIRKLAND Minoxidil for Men 5% Extra Strength Hair Regrowth for Men fLsbok, 6 Month Supply by Kirkland Signature, 6 Pack (2 oz Bottle)",Kirkland Signature,13.85,4.2,349,17,review,67.2086,230
B0D91KYL2J,"KIRKLAND Signature 3-Piece Golf Balls, Version 2.0, Yellow, 24-Pack",Kirkland Signature,41.95,4.4,75,1,core,67.0723,231
B07N7CTW4Q,"KIRKLAND Signature Expect More Extra Strength D3 50 mcg, 600 Softgels",Kirkland Signature vitamins supplements,13.95,4.8,338,8,review,67.0385,232
B0D2DQFWVZ,"Worldwide Nutrition Bundle, Compatible with Kirkland Premium Paper Towels, Strong, Thick, and Absorbent Bulk Paper Towels 6 Rolls, 160 Sheets Per Roll 2-Ply and Multi-Purpose Key Chain, White",Kirkland Signature paper towels,24.49,4.4,70,1,core,66.7097,233
B08HSJKTPG,"KIRKLAND Kirkland Signature All Chocolate Candy Pieces Bulk Assortment for Halloween, Parties, School: 150 Pcs (5.6 lbs)",Kirkland Signature,39.77,4.3,66,1,core,66.4008,234
B077QZT4BR,"KIRKLAND Signature Vitamin C Adult Gummies 250 mg, 180 Count",Kirkland Signature vitamins supplements,13.83,4.6,876,1,review,66.1023,235
B0D6HKY9SK,KIRKLAND Extra Virgin Olive Oil Terra Di Bari Bitonto P.D.O. From Italy 1 Liter,Kirkland Signature olive oil,43.0,4.2,19,3,core,65.96,236
B089XK85BB,"KIRKLAND Signature Men&#x27;s Boxer Brief, 4-Pack Gray Medium",Kirkland Signature,27.59,4.4,57,1,core,65.6323,237
B01EN369TK,KIRKLAND (Kirkland) Microfiber Towel 108 Sheets (36 Sheets x 3 Pack) 713160,Kirkland Signature paper towels,87.25,4.5,247,17,review,65.3732,238
B0CS6Z9SRX,"ComboCreations Kirkland Signature Organic K-Cups Variety Pack - Arabica, Single Serve Coffee Pods for Keurig Makers - 48 Pods in ComboCreations Box - Perfect for Holiday Gifts, Parties &amp; Beverages",Kirkland Signature,33.75,4.5,51,1,core,65.0505,239
B0FB47R7H3,KIRKLAND Signature Men’s Stretch Tech Pant,Kirkland Signature,32.99,4.7,51,1,core,65.0505,240
B0CDJCPQZ7,"KIRKLAND Kirkland Signature Canned Cat Food, Chunks in Gravy, Variety, 3 Ounce (40 Count)",Kirkland Signature,49.1,4.5,50,1,core,64.9471,241
B008M2VYOE,"KIRKLAND Kirkland Signature Quit Smoking Nicotine Gum, 4 mg (380 Pieces)",Kirkland Signature,62.45,4.4,695,1,review,64.8708,242
B00JI7APH4,KIRKLAND Kirkland Microwave Popcorn 3.3 Ounce Bags - 8 Bags,Kirkland Signature,11.01,4.4,604,1,review,64.1243,243
B0734BGSKY,KIRKLAND Kirkland Signature House Decaf Coffee 120 K-Cup Pods,Kirkland Signature,54.99,4.6,586,1,review,63.9634,244
B075DKFDNB,"Kirkland Kirkland Signature Steak Strips Extra Thick Cut zBKgEf, 24 oz Total",Kirkland Signature,34.94,4.4,41,1,core,63.9127,245
B0CGJNJ5K2,KIRKLAND Signature Women Slub Tee,Kirkland Signature,15.99,4.6,41,1,core,63.9127,246
B0DMH7CHST,"KIRKLAND Signature Turmeric with Black Pepper, 1000mg (320 Count)",Kirkland Signature vitamins supplements,53.38,4.7,181,13,review,63.7247,247
B074ZPLDS8,"KIRKLAND 72 Kirkland Signature Performance Plus - Near Mint (AAAA) Grade - Recycled (Used) Golf Balls,White",Kirkland Signature,50.46,4.5,554,1,review,63.6648,248
B00U56JTPG,KIRKLAND Signature Extra Virgin Olive Oil Arbequina (33.8 fl oz),Kirkland Signature olive oil,43.29,4.8,11,4,core,63.2385,249
B01EWBH2VM,"KIRKLAND Kirkland Signature CoQ10 300 mg, 200 Softgels",Kirkland Signature,48.49,4.7,36,1,core,63.2374,250
B08B5GZXHN,"KIRKLAND Kirkland Signature Organic Extra Virgin Olive Oil 2L (2QT 3.6 fl. oz), Set of 2 USDA Organic",Kirkland Signature,51.99,4.6,500,1,review,63.1194,251
B0CP8GKNSR,"KIRKLAND Kirkland Signature Ultra Fresh Premium Fabric Softener, Spring Fresh, 187 Fl Oz",Kirkland Signature,25.64,4.4,33,1,core,62.7869,252
B0D9PCD56M,KIRKLAND Signature Daily Makeup Remover Towelettes 180 Count,Kirkland Signature,37.24,4.2,33,1,core,62.7869,253
B0GSBTGG64,"MORALZA Kirkland Signature Organic Peanut Butter, Creamy, 28 oz (2 Pack) – USDA Organic Peanut Butter. Bundle with MORALZA Silicone Collapsible Cup 200ml - 2 Items. USDA Organic",Kirkland Signature,25.9,4.2,33,1,core,62.7869,254
B08NRCPTN4,"KIRKLAND Signature Men Multivitamin, 365 Tablets",Kirkland Signature vitamins supplements,44.99,4.5,32,1,core,62.6279,255
B08JJV9M86,"KIRKLAND Kirkland Signature Women 50+ Multivitamin, 365 Tablets",Kirkland Signature,44.99,4.4,31,1,core,62.464,256
B077GS636P,"KIRKLAND Kirkland Signature Glucosamine with MSM, 375 Tablets",Kirkland Signature,14.16,4.8,247,30,review,62.3732,257
B0FFN89JXC,"KIRKLAND Signature Men&#x27;s Crew Neck Comfort Cotton Tee, 6-Pack",Kirkland Signature,29.95,4.0,9,5,core,62.2672,258
B08TJ4114G,"KIRKLAND Kirkland Signature Ultra High Pile Premium Microfiber Towels, 36 Count (Pack of 2), Yellow - 713160",Kirkland Signature,58.99,4.7,418,1,review,62.1672,259
B0DC4RDMQC,KIRKLAND Signature Women&#x27;s Long Sleeve Slub Tee Shirt,Kirkland Signature,22.77,4.4,29,1,core,62.1201,260
B00O374A2U,"KIRKLAND Signature Maximum Strength Vitamin D3 2000 I.U. , Pack of 3",Kirkland Signature vitamins supplements,40.99,4.9,28,1,core,61.9395,261
B01FFI8I50,KIRKLAND (Kirkland) Microfiber Towel 144 Sheets (36 Sheets x 4 Pack),Kirkland Signature paper towels,131.85,4.6,128,4,review,61.891,262
B07F5SWJVB,"KIRKLAND Signature Drawstring Kitchen TRW, Trash Bags - 13 Gallon - 200 Count (2 Pack 13 Gallon 200 Bags)",Kirkland Signature trash bags,57.99,4.7,121,13,review,61.5938,263
B0721V2T2X,KIRKLAND Kirkland Signature Mature Adult Multi Vitamin Tablets - 400 Count (2 Pack),Kirkland Signature,49.99,4.9,26,1,core,61.5588,264
B071P7TRSN,"KIRKLAND Kirkland Signature Sleep Aid, 192 Tablets",Kirkland Signature,13.88,4.7,365,1,review,61.4467,265
B07HM87SNH,KIRKLAND Signature Shampoo &amp; Conditioner Bundle - One Professional Salon Formula Moisture Shampoo + Two Conditioners (33.8 Fl. Oz Each),Kirkland Signature,46.99,4.3,24,1,core,61.1488,266
B0FP119Q3V,KIRKLAND Signature Men&#x27;s Comfort Stretch Straight Fit Classic 5 Pocket Denim Jean,Kirkland Signature,24.5,4.3,24,1,core,61.1488,267
B08PS7YJV2,KIRKLAND Kirkland Signature 3 Piece Golf Wedge Set Right Handed,Kirkland Signature,287.85,4.7,337,1,review,61.0227,268
B075XP6PGK,"KIRKLAND Signature Premium Big Roll Paper Towels, 24 Rolls, 160 Sheets Each, 3840 Sheets Total, Thick and Strong, C-Fold, Wipe Surface",Kirkland Signature paper towels,109.8,4.8,108,3,review,60.9935,269
B0F88TL5CC,KIRKLAND Signature Men&#x27;s Classic 5 Pocket Stretch Jeans,Kirkland Signature,19.96,4.7,23,1,core,60.9313,270
B0GJN7B98M,KIRKLAND Signature Women&#x27;s Quick Dry Stretch Pull On Ankle Pant,Kirkland Signature,19.23,4.1,23,1,core,60.9313,271
B07G6XV55T,"Kirkland Signature Plastic Food Wrap - 6000 SQ. FT (2 Pack, 12&quot; x 3000 SQ. FT Each)",Kirkland Signature,55.97,4.6,331,1,review,60.9273,272
B00LKCILI0,KIRKLAND Starbucks Kirkland Signature Medium Roast Coffee Beans Pack of 2,Kirkland Signature,51.5,4.6,329,1,review,60.8951,273
B07CHRV2PR,KIRKLAND Kirkland Signature Ultra High Pile Premium Microfiber Towels,Kirkland Signature,52.97,4.7,324,1,review,60.8138,274
B08K61BSBR,"KIRKLAND KIRKLAND Signature Quit 4 Nicotine Polacrilex Lozenges, Cherry Flavor, 270 Count",Kirkland Signature,62.99,4.5,320,1,review,60.7478,275
B0D5C26QDQ,cup (1 PCS) Bundle with Professional Salon Formula Moisture Shampoo 33.8fl oz 1 litter (Two Bottles). compatible with Kirkland Signature,Kirkland Signature,35.99,4.6,21,1,core,60.4678,276
B08634QYFT,KIRKLAND Premium Towel,Kirkland Signature paper towels,29.75,4.3,20,1,core,60.2199,277
B0CX9DJWCT,KIRKLAND Signature Men&#x27;s Boxer Brief Pima Cotton 4 Pack,Kirkland Signature,31.53,4.9,20,1,core,60.2199,278
B078BSCMYX,"KIRKLAND Kirkland Signature dCDtdm Adult Multi Gummies, 160 Count",Kirkland Signature,14.5,4.5,287,1,review,60.1698,279
B072FSTWC9,"KIRKLAND Signature Vitamin D3 1000 IU, 360 Tablets",Kirkland Signature vitamins supplements,14.99,4.7,276,1,review,59.9624,280
B0CYDQJXP8,"KIRKLAND Signature Men&#x27;s Boxer Brief Pima Cotton 4 Pack, Black, 3X-Large",Kirkland Signature,29.97,4.7,19,1,core,59.96,281
B0DP214WNP,KIRKLAND Signature Women&#x27;s Brushed Capri Legging,Kirkland Signature,24.9,4.6,19,1,core,59.96,282
B0BYWDD115,KIRKLAND Signature Women&#x27;s 3/4 Sleeve Cotton Slub Tee Shirt,Kirkland Signature,19.99,4.4,18,1,core,59.6867,283
B0DXCL4HDZ,KIRKLAND Signature Men&#x27;s Short Sleeve Pima Cotton Slub T-Shirt,Kirkland Signature,32.48,4.1,18,1,core,59.6867,284
B0D64NRX5W,"KIRKLAND Signature Refined Olive Oil, 3 L",Kirkland Signature olive oil,34.95,4.8,5,7,core,59.5457,285
B07S2NLLQC,KIRKLAND Kirkland Signature Organic Raw And Unfiltered Apple Cider Vinegar,Kirkland Signature,12.99,4.6,243,1,review,59.2866,286
B0FNMSJBCM,"KIRKLAND Signature Men&#x27;s Shirt Jacket – Heavyweight 2-Way Stretch Workwear, Button Closure, Long Sleeve, Casual Outerwear",Kirkland Signature,28.9,4.8,16,1,core,59.0942,287
B0H1Z1P3YW,KIRKLAND Signature Women&#x27;s Travel Pant,Kirkland Signature,38.88,4.8,16,1,core,59.0942,288
B0H1Z32VYW,KIRKLAND Signature Women&#x27;s Travel Pant,Kirkland Signature,35.0,4.8,16,1,core,59.0942,289
B0H1Z5D4LC,KIRKLAND Signature Women&#x27;s Travel Pant,Kirkland Signature,26.99,4.8,16,1,core,59.0942,290
B0H1ZHGR7K,KIRKLAND Signature Women&#x27;s Travel Pant,Kirkland Signature,19.99,4.8,16,1,core,59.0942,291
B01KHC9D6C,KIRKLAND Kirkland Minoxidil 5% Extra Strength Men Hair Regrowth (12 Month Supply) | 5% minoxidil topical solution for men; extra strength hair regrowth treatment; unscented; 12 month with dropper,Kirkland Signature,53.99,4.4,229,1,review,58.9718,292
B00E4PZ3KE,"Kirkland Pure Olive Oil-101.4 oz, 2 ct",Kirkland Signature olive oil,78.49,4.5,72,8,review,58.8577,293
B0CVFGV9WW,"LostGolfBalls 36 Kirkland Signature Golf Balls in Mint Condition, Recycled Used Golf Balls, AAAAA Quality Quality, White",Kirkland Signature,32.03,4.1,15,1,core,58.7712,294
B0DL8229X9,KIRKLAND Signature Men&#x27;s Swim Shorts,Kirkland Signature,19.99,4.9,14,1,core,58.4273,295
B0DMPL4YWP,"KIRKLAND Signature Men&#x27;s Athletic Full Cushion Sock With Arch Support, 8 Count (US, Alpha, X-Large, Regular, Regular, Black)",Kirkland Signature,23.57,4.8,14,1,core,58.4273,296
B0FXTFW29W,"KIRKLAND Signature Women&#x27;s Extra-Fine Merino Wool, 4 Pairs, Fits Shoe Sizes 6-10.5, Assorted Colors",Kirkland Signature,17.39,4.5,14,1,core,58.4273,297
B07CRLBCM3,"KIRKLAND Signature Adult Multi-Vitamin Gummies, 250 Gummies",Kirkland Signature vitamins supplements,35.37,4.3,13,1,core,58.0598,298
B01FXMOVZ4,KIRKLAND Kirkland Signature Aller-tec 10mg Tablets - 365 ct - 3 pk,Kirkland Signature,53.49,4.8,183,1,review,57.783,299
B0017SURSY,"Kirkland Signature Premium Big Roll Paper Towels 12-roll, 80 Sheets Per Roll",Kirkland Signature paper towels,34.99,4.1,12,1,core,57.665,300
B005ECO5KU,"KIRKLAND Signature Vitamin C with Rose Hips, 1000mg",Kirkland Signature vitamins supplements,24.99,4.9,12,1,core,57.665,301
B0DJBR334H,KIRKLAND Signature Women&#x27;s Quick-Dry High Rise Active Pants,Kirkland Signature,21.7,4.4,12,1,core,57.665,302
B0FGLSBQH9,KIRKLAND Signature Women&#x27;s 3/4 Sleeve Boatneck Cotton Slub Tee Shirt,Kirkland Signature,38.0,4.4,12,1,core,57.665,303
B0GCTQP1QS,KIRKLAND Signature Women&#x27;s Totally Shaping Comfort Stretch High-Rise Super Skinny Jeans,Kirkland Signature,22.37,4.8,12,1,core,57.665,304
B07HLGK46W,"Bulkidoki Kirkland Signature Whole Fancy Cashews Salted and Roasted, 40 oz (Pack of 4)",Kirkland Signature,86.99,4.4,178,1,review,57.6362,305
B0FGLKYHZF,KIRKLAND Signature Men&#x27;s Moisture Wicking Lounge Short,Kirkland Signature,17.57,4.9,11,1,core,57.2385,306
B083XP5K1G,KIRKLAND Signature Compactor Kitchen Trash Bag with Gripping Drawstring Secure Full Size (2-Pack),Kirkland Signature trash bags,50.49,4.8,51,22,review,57.0505,307
B078BTK6PX,"KIRKLAND Kirkland Signature FsmJUt Childrens Complete Multivitamin Gummies, 160 Count",Kirkland Signature,14.85,4.8,155,1,review,56.9035,308
B00XUFLEJS,"Kirkland Signature Kirkland Signature 13 Gallon Trash Bag, 400 Count, New",Kirkland Signature,50.0,4.4,10,1,core,56.775,309
B07FPRWX2C,"KIRKLAND Signature 10 Gallon Clear Wastebasket Liner, 2 Pack (500 Bags)",Kirkland Signature trash bags,41.99,5.0,10,1,core,56.775,310
